APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-T1049-XS,2024 Tour T-Shirt,T-Shirt,"",XS,100,10%,0,$47.48,"$4,748.00",10%
LAINEY-T1049-S,2024 Tour T-Shirt,T-Shirt,"",S,190,19%,0,$47.48,"$9,021.20",19%
LAINEY-T1049-M,2024 Tour T-Shirt,T-Shirt,"",M,271,27%,0,$47.48,"$12,867.08",27%
LAINEY-T1049-L,2024 Tour T-Shirt,T-Shirt,"",L,243,24%,0,$47.48,"$11,537.64",24%
LAINEY-T1049-XL,2024 Tour T-Shirt,T-Shirt,"",XL,136,13%,0,$47.48,"$6,457.28",13%
LAINEY-T1049-XXL,2024 Tour T-Shirt,T-Shirt,"",2XL,81,8%,0,$47.48,"$3,845.88",8%
LAINEY-T1049-XXXL,2024 Tour T-Shirt,T-Shirt,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,2024 Tour T-Shirt,T-Shirt,"","",1021,24%,0,$47.48,"$48,477.08",25%

LAINEY-T1056-S,Country's Cool Again Tour T-Shirt,T-Shirt,U,S,160,22%,0,$47.48,"$7,596.80",22%
LAINEY-T1056-M,Country's Cool Again Tour T-Shirt,T-Shirt,U,M,214,29%,0,$47.48,"$10,160.72",29%
LAINEY-T1056-L,Country's Cool Again Tour T-Shirt,T-Shirt,U,L,164,22%,0,$47.48,"$7,786.72",22%
LAINEY-T1056-XL,Country's Cool Again Tour T-Shirt,T-Shirt,U,XL,114,16%,0,$47.48,"$5,412.72",16%
LAINEY-T1056-XXL,Country's Cool Again Tour T-Shirt,T-Shirt,U,2XL,80,11%,0,$47.48,"$3,798.40",11%
SUBTOTAL,Country's Cool Again Tour T-Shirt,T-Shirt,U,"",732,17%,0,$47.48,"$34,755.36",18%

LAINEY-T1048-XS,Green Wildflowers T-Shirt,T-Shirt,U,XS,0,0%,0,$0.00,$0.00,0%
LAINEY-T1048-S,Green Wildflowers T-Shirt,T-Shirt,U,S,160,25%,0,$47.48,"$7,596.80",25%
LAINEY-T1048-M,Green Wildflowers T-Shirt,T-Shirt,U,M,84,13%,0,$47.48,"$3,988.32",13%
LAINEY-T1048-L,Green Wildflowers T-Shirt,T-Shirt,U,L,193,30%,0,$47.48,"$9,163.64",30%
LAINEY-T1048-XL,Green Wildflowers T-Shirt,T-Shirt,U,XL,132,21%,0,$47.48,"$6,267.36",21%
LAINEY-T1048-XXL,Green Wildflowers T-Shirt,T-Shirt,U,2XL,64,10%,0,$47.48,"$3,038.72",10%
SUBTOTAL,Green Wildflowers T-Shirt,T-Shirt,U,"",633,15%,0,$47.48,"$30,054.84",15%

LAINEY-T1047-S,Cream Guitar T-Shirt ,T-Shirt,U,S,23,27%,0,$47.48,"$1,092.04",27%
LAINEY-T1047-M,Cream Guitar T-Shirt ,T-Shirt,U,M,17,20%,0,$47.48,$807.16,20%
LAINEY-T1047-L,Cream Guitar T-Shirt ,T-Shirt,U,L,31,36%,0,$47.48,"$1,471.88",36%
LAINEY-T1047-XL,Cream Guitar T-Shirt ,T-Shirt,U,XL,10,12%,0,$47.48,$474.80,12%
LAINEY-T1047-XXL,Cream Guitar T-Shirt ,T-Shirt,U,2XL,5,6%,0,$47.48,$237.40,6%
SUBTOTAL,Cream Guitar T-Shirt ,T-Shirt,U,"",86,2%,0,$47.48,"$4,083.28",2%

LAINEY-T1051-S,Desert Circle Photo T-Shirt,T-Shirt,U,S,26,24%,0,$47.48,"$1,234.48",24%
LAINEY-T1051-M,Desert Circle Photo T-Shirt,T-Shirt,U,M,23,21%,0,$47.48,"$1,092.04",21%
LAINEY-T1051-L,Desert Circle Photo T-Shirt,T-Shirt,U,L,24,22%,0,$47.48,"$1,139.52",22%
LAINEY-T1051-XL,Desert Circle Photo T-Shirt,T-Shirt,U,XL,24,22%,0,$47.48,"$1,139.52",22%
LAINEY-T1051-XXL,Desert Circle Photo T-Shirt,T-Shirt,U,2XL,11,10%,0,$47.48,$522.28,10%
LAINEY-T1051-3XL,Desert Circle Photo T-Shirt,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Desert Circle Photo T-Shirt,T-Shirt,U,"",108,3%,0,$47.48,"$5,127.84",3%

LAINEY-T1052-S,Spotlight Photo T-Shirt,T-Shirt,U,S,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-M,Spotlight Photo T-Shirt,T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-L,Spotlight Photo T-Shirt,T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-XL,Spotlight Photo T-Shirt,T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-XXL,Spotlight Photo T-Shirt,T-Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Spotlight Photo T-Shirt,T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

LAINEY-T1023-S,Truck Mountain T-Shirt ,T-Shirt,"",S,3,50%,0,$42.20,$126.60,50%
LAINEY-T1023-M,Truck Mountain T-Shirt ,T-Shirt,"",M,0,0%,0,$0.00,$0.00,0%
LAINEY-T1023-L,Truck Mountain T-Shirt ,T-Shirt,"",L,0,0%,0,$0.00,$0.00,0%
LAINEY-T1023-XL,Truck Mountain T-Shirt ,T-Shirt,"",XL,2,33%,0,$42.20,$84.40,33%
LAINEY-T1023-XXL,Truck Mountain T-Shirt ,T-Shirt,"",2XL,1,17%,0,$42.20,$42.20,17%
LAINEY-T1023-3XL,Truck Mountain T-Shirt ,T-Shirt,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Truck Mountain T-Shirt ,T-Shirt,"","",6,0%,0,$42.20,$253.20,0%

LAINEY-ACC1042,Logo Rope Trucker Hat,Hat,"",One-Size,275,100%,0,$36.93,"$10,155.75",100%
SUBTOTAL,Logo Rope Trucker Hat,Hat,"","",275,7%,0,$36.93,"$10,155.75",5%

LAINEY-T1050-S,Black Overlay Photo T-Shirt,T-Shirt,U,S,28,22%,0,$47.48,"$1,329.44",22%
LAINEY-T1050-M,Black Overlay Photo T-Shirt,T-Shirt,U,M,27,21%,0,$47.48,"$1,281.96",21%
LAINEY-T1050-L,Black Overlay Photo T-Shirt,T-Shirt,U,L,34,26%,0,$47.48,"$1,614.32",26%
LAINEY-T1050-XL,Black Overlay Photo T-Shirt,T-Shirt,U,XL,26,20%,0,$47.48,"$1,234.48",20%
LAINEY-T1050-XXL,Black Overlay Photo T-Shirt,T-Shirt,U,2XL,15,12%,0,$47.48,$712.20,12%
SUBTOTAL,Black Overlay Photo T-Shirt,T-Shirt,U,"",130,3%,0,$47.48,"$6,172.40",3%

LAINEY-HOOD1005-XS,Country's Cool Again Hoodie,Pullover Hoodie,U,XS,73,13%,0,$79.13,"$5,776.49",13%
LAINEY-HOOD1005-S,Country's Cool Again Hoodie,Pullover Hoodie,U,S,72,13%,1,$79.13,"$5,697.36",13%
LAINEY-HOOD1005-M,Country's Cool Again Hoodie,Pullover Hoodie,U,M,152,27%,0,$79.13,"$12,027.76",27%
LAINEY-HOOD1005-L,Country's Cool Again Hoodie,Pullover Hoodie,U,L,117,21%,0,$79.13,"$9,258.21",21%
LAINEY-HOOD1005-XL,Country's Cool Again Hoodie,Pullover Hoodie,U,XL,72,13%,0,$79.13,"$5,697.36",13%
LAINEY-HOOD1005-XXL,Country's Cool Again Hoodie,Pullover Hoodie,U,2XL,80,14%,0,$79.13,"$6,330.40",14%
SUBTOTAL,Country's Cool Again Hoodie,Pullover Hoodie,U,"",566,13%,1,$79.13,"$44,787.58",23%

LAINEY-TOUR-ACC1006,White Poncho,Poncho,"",One-Size,45,100%,0,$5.28,$237.60,100%
SUBTOTAL,White Poncho,Poncho,"","",45,1%,0,$5.28,$237.60,0%

TOTAL APPAREL,"","","","",3602,85%,1,"","$184,104.93",93%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-TOUR-ACC1002,BLACK FLORAL HORSE TALL KOOZIE,Koozie,"",,46,1%,0,$10.55,$485.30,0%
LAINEY-TOUR-ACC1003,BROWN ROPE FRAME KOOZIE '24,Koozie,"",,81,2%,0,$5.28,$427.68,0%
LAINEY-TOUR-ACC1004,KHAKI HORSES KOOZIE,Koozie,"",,143,3%,0,$5.28,$755.04,0%
"",City Poster '24,Poster,"",,78,2%,0,$31.65,"$2,468.70",1%
LAINEY-ACC1043,Country's Cool Again Logo Hat,Hat - Other,U,,143,3%,0,$36.93,"$5,280.99",3%
LAINEY-TOUR-ACC1001,DUSTY BLUE HIGHWAY KOOZIE,Koozie,U,,120,3%,0,$5.28,$633.60,0%
"",Signed Guitar 24',Accessories,"",,3,0%,0,"$1,055.00","$3,165.00",2%

TOTAL OTHER,"","","","",614,15%,0,"","$13,216.31",7%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",4216,"",1,"","$197,321.24"
