APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-T1049-XS,2024 Tour T-Shirt,T-Shirt,"",XS,109,12%,0,$46.35,"$5,052.15",12%
LAINEY-T1049-S,2024 Tour T-Shirt,T-Shirt,"",S,157,17%,0,$46.35,"$7,276.95",17%
LAINEY-T1049-M,2024 Tour T-Shirt,T-Shirt,"",M,227,25%,0,$46.35,"$10,521.45",25%
LAINEY-T1049-L,2024 Tour T-Shirt,T-Shirt,"",L,217,24%,0,$46.35,"$10,057.95",24%
LAINEY-T1049-XL,2024 Tour T-Shirt,T-Shirt,"",XL,116,13%,0,$46.35,"$5,376.60",13%
LAINEY-T1049-XXL,2024 Tour T-Shirt,T-Shirt,"",2XL,77,9%,0,$46.35,"$3,568.95",9%
LAINEY-T1049-XXXL,2024 Tour T-Shirt,T-Shirt,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,2024 Tour T-Shirt,T-Shirt,"","",903,21%,0,$46.35,"$41,854.05",23%

LAINEY-T1056-S,Country's Cool Again Tour T-Shirt,T-Shirt,U,S,161,21%,0,$46.35,"$7,462.35",21%
LAINEY-T1056-M,Country's Cool Again Tour T-Shirt,T-Shirt,U,M,235,30%,0,$46.35,"$10,892.25",30%
LAINEY-T1056-L,Country's Cool Again Tour T-Shirt,T-Shirt,U,L,172,22%,0,$46.35,"$7,972.20",22%
LAINEY-T1056-XL,Country's Cool Again Tour T-Shirt,T-Shirt,U,XL,134,17%,0,$46.35,"$6,210.90",17%
LAINEY-T1056-XXL,Country's Cool Again Tour T-Shirt,T-Shirt,U,2XL,77,10%,0,$46.35,"$3,568.95",10%
SUBTOTAL,Country's Cool Again Tour T-Shirt,T-Shirt,U,"",779,18%,0,$46.35,"$36,106.65",20%

LAINEY-T1048-XS,Green Wildflowers T-Shirt,T-Shirt,U,XS,0,0%,0,$0.00,$0.00,0%
LAINEY-T1048-S,Green Wildflowers T-Shirt,T-Shirt,U,S,80,13%,0,$46.35,"$3,708.00",13%
LAINEY-T1048-M,Green Wildflowers T-Shirt,T-Shirt,U,M,202,33%,0,$46.35,"$9,362.70",33%
LAINEY-T1048-L,Green Wildflowers T-Shirt,T-Shirt,U,L,193,32%,0,$46.35,"$8,945.55",32%
LAINEY-T1048-XL,Green Wildflowers T-Shirt,T-Shirt,U,XL,71,12%,0,$46.35,"$3,290.85",12%
LAINEY-T1048-XXL,Green Wildflowers T-Shirt,T-Shirt,U,2XL,59,10%,0,$46.35,"$2,734.65",10%
SUBTOTAL,Green Wildflowers T-Shirt,T-Shirt,U,"",605,14%,0,$46.35,"$28,041.75",16%

LAINEY-T1047-S,Cream Guitar T-Shirt ,T-Shirt,U,S,37,25%,0,$46.35,"$1,714.95",25%
LAINEY-T1047-M,Cream Guitar T-Shirt ,T-Shirt,U,M,44,29%,0,$46.35,"$2,039.40",29%
LAINEY-T1047-L,Cream Guitar T-Shirt ,T-Shirt,U,L,39,26%,0,$46.35,"$1,807.65",26%
LAINEY-T1047-XL,Cream Guitar T-Shirt ,T-Shirt,U,XL,25,17%,0,$46.35,"$1,158.75",17%
LAINEY-T1047-XXL,Cream Guitar T-Shirt ,T-Shirt,U,2XL,5,3%,0,$46.35,$231.75,3%
SUBTOTAL,Cream Guitar T-Shirt ,T-Shirt,U,"",150,4%,0,$46.35,"$6,952.50",4%

LAINEY-T1051-S,Desert Circle Photo T-Shirt,T-Shirt,U,S,18,19%,0,$46.35,$834.30,19%
LAINEY-T1051-M,Desert Circle Photo T-Shirt,T-Shirt,U,M,19,20%,0,$46.35,$880.65,20%
LAINEY-T1051-L,Desert Circle Photo T-Shirt,T-Shirt,U,L,21,22%,0,$46.35,$973.35,22%
LAINEY-T1051-XL,Desert Circle Photo T-Shirt,T-Shirt,U,XL,30,31%,0,$46.35,"$1,390.50",31%
LAINEY-T1051-XXL,Desert Circle Photo T-Shirt,T-Shirt,U,2XL,9,9%,0,$46.35,$417.15,9%
LAINEY-T1051-3XL,Desert Circle Photo T-Shirt,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Desert Circle Photo T-Shirt,T-Shirt,U,"",97,2%,0,$46.35,"$4,495.95",3%

LAINEY-T1052-S,Spotlight Photo T-Shirt,T-Shirt,U,S,64,25%,0,$46.35,"$2,966.40",25%
LAINEY-T1052-M,Spotlight Photo T-Shirt,T-Shirt,U,M,79,30%,0,$46.35,"$3,661.65",30%
LAINEY-T1052-L,Spotlight Photo T-Shirt,T-Shirt,U,L,63,24%,0,$46.35,"$2,920.05",24%
LAINEY-T1052-XL,Spotlight Photo T-Shirt,T-Shirt,U,XL,36,14%,0,$46.35,"$1,668.60",14%
LAINEY-T1052-XXL,Spotlight Photo T-Shirt,T-Shirt,U,2XL,18,7%,0,$46.35,$834.30,7%
SUBTOTAL,Spotlight Photo T-Shirt,T-Shirt,U,"",260,6%,0,$46.35,"$12,051.00",7%

LAINEY-T1010-S,Youth Flowers Tee,T-Shirt,U,YS,6,15%,0,$36.05,$216.30,15%
LAINEY-T1010-M,Youth Flowers Tee,T-Shirt,U,YM,15,38%,0,$36.05,$540.75,38%
LAINEY-T1010-L,Youth Flowers Tee,T-Shirt,U,YL,19,48%,0,$36.05,$684.95,48%
SUBTOTAL,Youth Flowers Tee,T-Shirt,U,"",40,1%,0,$36.05,"$1,442.00",1%

LAINEY-T1023-S,Truck Mountain T-Shirt ,T-Shirt,"",S,77,20%,0,$46.35,"$3,568.95",20%
LAINEY-T1023-M,Truck Mountain T-Shirt ,T-Shirt,"",M,104,28%,0,$46.35,"$4,820.40",28%
LAINEY-T1023-L,Truck Mountain T-Shirt ,T-Shirt,"",L,90,24%,0,$46.35,"$4,171.50",24%
LAINEY-T1023-XL,Truck Mountain T-Shirt ,T-Shirt,"",XL,70,19%,0,$46.35,"$3,244.50",19%
LAINEY-T1023-XXL,Truck Mountain T-Shirt ,T-Shirt,"",2XL,36,10%,0,$46.35,"$1,668.60",10%
LAINEY-T1023-3XL,Truck Mountain T-Shirt ,T-Shirt,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Truck Mountain T-Shirt ,T-Shirt,"","",377,9%,0,$46.35,"$17,473.95",10%

LAINEY-ACC1042,Logo Rope Trucker Hat,Hat,"",One-Size,128,100%,0,$36.05,"$4,614.40",100%
SUBTOTAL,Logo Rope Trucker Hat,Hat,"","",128,3%,0,$36.05,"$4,614.40",3%

LAINEY-T1050-S,Black Overlay Photo T-Shirt,T-Shirt,U,S,12,17%,0,$46.35,$556.20,17%
LAINEY-T1050-M,Black Overlay Photo T-Shirt,T-Shirt,U,M,20,28%,0,$46.35,$927.00,28%
LAINEY-T1050-L,Black Overlay Photo T-Shirt,T-Shirt,U,L,22,31%,0,$46.35,"$1,019.70",31%
LAINEY-T1050-XL,Black Overlay Photo T-Shirt,T-Shirt,U,XL,16,23%,0,$46.35,$741.60,23%
LAINEY-T1050-XXL,Black Overlay Photo T-Shirt,T-Shirt,U,2XL,1,1%,0,$46.35,$46.35,1%
SUBTOTAL,Black Overlay Photo T-Shirt,T-Shirt,U,"",71,2%,0,$46.35,"$3,290.85",2%

LAINEY-HOOD1005-XS,Country's Cool Again Hoodie,Pullover Hoodie,U,XS,4,3%,0,$77.25,$309.00,3%
LAINEY-HOOD1005-S,Country's Cool Again Hoodie,Pullover Hoodie,U,S,18,15%,0,$77.25,"$1,390.50",15%
LAINEY-HOOD1005-M,Country's Cool Again Hoodie,Pullover Hoodie,U,M,31,26%,0,$77.25,"$2,394.75",26%
LAINEY-HOOD1005-L,Country's Cool Again Hoodie,Pullover Hoodie,U,L,24,21%,0,$77.25,"$1,854.00",21%
LAINEY-HOOD1005-XL,Country's Cool Again Hoodie,Pullover Hoodie,U,XL,25,21%,0,$77.25,"$1,931.25",21%
